AÑO_ACCIDENTE,MES_ACCIDENTE,CONDICION_VICTIMA,GRAVEDAD_ACCIDENTE,CLASE_ACCIDENTE,SEXO_VICTIMA,EDAD_VICTIMA,CANTIDAD_VICTIMAS
2015,1,Acompañante,herido,Choque,F,37,1
2015,1,Acompañante,herido,Choque,F,62,1
2015,1,Acompañante,herido,Choque,F,13,1
2015,1,Acompañante,herido,Choque,M,36,1
2015,1,Acompañante,herido,Choque,M,66,1
2015,1,Conductor,herido,Choque,F,34,1
2015,1,Conductor,herido,Choque,M,38,1
2015,1,Conductor,herido,Choque,M,27,1
2015,1,Conductor,herido,Choque,M,49,1
2015,1,Conductor,herido,Choque,M,28,1
2015,1,Conductor,herido,Choque,M,55,1
2015,1,Conductor,herido,Choque,M,54,1
2015,1,Conductor,herido,Choque,M,12,1
2015,1,Motociclista,herido,Atropello,F,64,1
2015,1,Motociclista,herido,Atropello,M,46,1
2015,1,Motociclista,herido,Atropello,M,38,1
2015,1,Motociclista,herido,Atropello,M,41,1
2015,1,Motociclista,herido,Atropello,M,26,1
2015,1,Motociclista,herido,Choque,F,37,1
2015,1,Motociclista,herido,Choque,F,35,1
2015,1,Motociclista,herido,Choque,M,33,2
2015,1,Motociclista,herido,Choque,M,34,1
2015,1,Motociclista,herido,Choque,M,38,1
2015,1,Motociclista,herido,Choque,M,36,1
2015,1,Motociclista,herido,Choque,M,30,2
2015,1,Motociclista,herido,Choque,M,27,1
2015,1,Motociclista,herido,Choque,M,41,1
2015,1,Motociclista,herido,Choque,M,40,2
2015,1,Motociclista,herido,Choque,M,35,4
2015,1,Motociclista,herido,Choque,M,56,1
2015,1,Motociclista,herido,Choque,M,43,1
2015,1,Motociclista,herido,Choque,M,31,2
2015,1,Motociclista,herido,Choque,M,26,1
2015,1,Motociclista,herido,Choque,M,55,1
2015,1,Motociclista,herido,Choque,M,44,1
2015,1,Motociclista,herido,Choque,M,39,2
2015,1,Motociclista,herido,Choque,M,48,1
2015,1,Motociclista,herido,Choque,M,53,1
2015,1,Motociclista,herido,Volcamiento,M,39,1
2015,1,Motociclista,muerto,Choque,M,41,1
2015,1,Pasajero,herido,Caida Ocupante,M,35,1
2015,1,Pasajero,herido,Caida Ocupante,M,8,1
2015,1,Pasajero,herido,Choque,F,40,1
2015,1,Pasajero,herido,Choque,F,31,2
2015,1,Pasajero,herido,Choque,F,26,1
2015,1,Pasajero,herido,Choque,F,12,1
2015,1,Pasajero,herido,Choque,M,50,1
2015,1,Pasajero,herido,Choque,M,46,1
2015,1,Pasajero,herido,Choque,M,25,1
2015,1,Pasajero,herido,Choque,M,36,1
2015,1,Pasajero,herido,Choque,M,35,1
2015,1,Pasajero,herido,Choque,M,42,1
2015,1,Pasajero,herido,Choque,M,31,1
2015,1,Pasajero,herido,Choque,M,44,1
2015,1,Pasajero,herido,Choque,M,54,1
2015,1,Pasajero,herido,Choque,M,53,1
2015,1,Pasajero,herido,Choque,M,82,1
2015,1,Pasajero,herido,Volcamiento,F,44,1
2015,1,Peaton,herido,Atropello,F,50,1
2015,1,Peaton,herido,Atropello,F,42,1
2015,1,Peaton,herido,Atropello,F,70,1
2015,1,Peaton,herido,Atropello,F,74,1
2015,1,Peaton,herido,Atropello,F,83,1
2015,1,Peaton,herido,Atropello,M,75,1
2015,1,Peaton,herido,Atropello,M,31,1
2015,1,Peaton,herido,Atropello,M,16,1
2015,1,Peaton,herido,Atropello,M,73,1
2015,1,Peaton,herido,Atropello,M,60,1
2015,1,Peaton,herido,Choque,M,37,1
2015,1,Peaton,herido,Choque,M,24,1
2015,1,Peaton,muerto,Atropello,M,41,1
2015,1,Peaton,muerto,Atropello,M,69,1
2015,2,Acompañante,herido,Atropello,M,32,1
2015,2,Acompañante,herido,Choque,F,57,1
2015,2,Acompañante,herido,Choque,F,20,1
2015,2,Acompañante,herido,Choque,F,24,1
2015,2,Acompañante,herido,Choque,F,17,1
2015,2,Acompañante,herido,Choque,M,27,1
2015,2,Acompañante,herido,Choque,M,41,1
2015,2,Acompañante,herido,Choque,M,39,1
2015,2,Conductor,herido,Choque,F,42,1
2015,2,Conductor,herido,Choque,M,50,1
2015,2,Conductor,herido,Choque,M,63,1
2015,2,Conductor,herido,Choque,M,44,1
2015,2,Conductor,herido,Choque,M,39,1
2015,2,Conductor,herido,Choque,M,60,1
2015,2,Motociclista,herido,Atropello,M,32,1
2015,2,Motociclista,herido,Atropello,M,30,1
2015,2,Motociclista,herido,Atropello,M,41,1
2015,2,Motociclista,herido,Atropello,M,54,1
2015,2,Motociclista,herido,Choque,F,38,1
2015,2,Motociclista,herido,Choque,F,30,1
2015,2,Motociclista,herido,Choque,F,28,1
2015,2,Motociclista,herido,Choque,F,42,1
2015,2,Motociclista,herido,Choque,F,55,1
2015,2,Motociclista,herido,Choque,F,44,1
2015,2,Motociclista,herido,Choque,M,50,1
2015,2,Motociclista,herido,Choque,M,33,1
2015,2,Motociclista,herido,Choque,M,34,1
2015,2,Motociclista,herido,Choque,M,37,1
2015,2,Motociclista,herido,Choque,M,46,1
2015,2,Motociclista,herido,Choque,M,32,1
2015,2,Motociclista,herido,Choque,M,25,1
2015,2,Motociclista,herido,Choque,M,38,1
2015,2,Motociclista,herido,Choque,M,36,2
2015,2,Motociclista,herido,Choque,M,30,1
2015,2,Motociclista,herido,Choque,M,27,1
2015,2,Motociclista,herido,Choque,M,49,2
2015,2,Motociclista,herido,Choque,M,28,1
2015,2,Motociclista,herido,Choque,M,35,1
2015,2,Motociclista,herido,Choque,M,42,1
2015,2,Motociclista,herido,Choque,M,31,2
2015,2,Motociclista,herido,Choque,M,52,1
2015,2,Motociclista,herido,Choque,M,44,1
2015,2,Motociclista,herido,Choque,M,48,1
2015,2,Motociclista,herido,Choque,M,47,2
2015,2,Motociclista,herido,Choque,M,65,1
2015,2,Motociclista,herido,Choque,M,60,1
2015,2,Motociclista,muerto,Atropello,M,47,1
2015,2,Motociclista,muerto,Choque,M,29,2
2015,2,Otros,herido,Atropello,F,13,1
2015,2,Pasajero,herido,Atropello,M,37,1
2015,2,Pasajero,herido,Atropello,M,24,1
2015,2,Pasajero,herido,Choque,F,61,1
2015,2,Pasajero,herido,Choque,F,34,1
2015,2,Pasajero,herido,Choque,F,32,2
2015,2,Pasajero,herido,Choque,F,36,1
2015,2,Pasajero,herido,Choque,F,27,2
2015,2,Pasajero,herido,Choque,F,41,1
2015,2,Pasajero,herido,Choque,F,45,1
2015,2,Pasajero,herido,Choque,F,35,1
2015,2,Pasajero,herido,Choque,F,31,1
2015,2,Pasajero,herido,Choque,F,12,1
2015,2,Pasajero,herido,Choque,M,22,1
2015,2,Pasajero,herido,Choque,M,39,2
2015,2,Peaton,herido,Atropello,F,28,1
2015,2,Peaton,herido,Atropello,F,43,1
2015,2,Peaton,herido,Atropello,F,26,1
2015,2,Peaton,herido,Atropello,F,18,1
2015,2,Peaton,herido,Atropello,F,16,1
2015,2,Peaton,herido,Atropello,F,66,1
2015,2,Peaton,herido,Atropello,F,72,1
2015,2,Peaton,herido,Atropello,M,36,1
2015,2,Peaton,herido,Atropello,M,27,1
2015,2,Peaton,herido,Atropello,M,45,1
2015,2,Peaton,herido,Atropello,M,40,1
2015,2,Peaton,herido,Atropello,M,35,1
2015,2,Peaton,herido,Atropello,M,43,1
2015,2,Peaton,herido,Atropello,M,76,1
2015,2,Peaton,herido,Atropello,M,66,1
2015,2,Peaton,herido,Atropello,M,54,2
2015,2,Peaton,herido,Atropello,M,17,1
2015,2,Peaton,herido,Atropello,M,92,1
2015,2,Peaton,muerto,Atropello,F,42,1
2015,3,Acompañante,herido,Caida Ocupante,M,11,1
2015,3,Acompañante,herido,Choque,F,33,1
2015,3,Acompañante,herido,Choque,F,25,1
2015,3,Acompañante,herido,Choque,F,26,1
2015,3,Acompañante,herido,Choque,F,39,1
2015,3,Acompañante,herido,Choque,F,21,1
2015,3,Acompañante,herido,Choque,M,23,1
2015,3,Acompañante,herido,Choque,M,32,1
2015,3,Acompañante,herido,Choque,M,29,1
2015,3,Acompañante,muerto,Choque,M,43,1
2015,3,Ciclista,herido,Choque,M,62,1
2015,3,Conductor,herido,Choque,F,62,1
2015,3,Conductor,herido,Choque,M,37,1
2015,3,Conductor,herido,Choque,M,32,1
2015,3,Conductor,herido,Choque,M,38,1
2015,3,Conductor,herido,Choque,M,45,1
2015,3,Conductor,herido,Choque,M,63,1
2015,3,Conductor,herido,Choque,M,62,1
2015,3,Motociclista,herido,Atropello,M,30,1
2015,3,Motociclista,herido,Atropello,M,24,1
2015,3,Motociclista,herido,Choque,F,45,1
2015,3,Motociclista,herido,Choque,M,33,3
2015,3,Motociclista,herido,Choque,M,61,2
2015,3,Motociclista,herido,Choque,M,34,2
2015,3,Motociclista,herido,Choque,M,37,1
2015,3,Motociclista,herido,Choque,M,23,1
2015,3,Motociclista,herido,Choque,M,46,1
2015,3,Motociclista,herido,Choque,M,32,2
2015,3,Motociclista,herido,Choque,M,57,1
2015,3,Motociclista,herido,Choque,M,25,2
2015,3,Motociclista,herido,Choque,M,38,2
2015,3,Motociclista,herido,Choque,M,36,1
2015,3,Motociclista,herido,Choque,M,30,2
2015,3,Motociclista,herido,Choque,M,24,1
2015,3,Motociclista,herido,Choque,M,28,4
2015,3,Motociclista,herido,Choque,M,62,1
2015,3,Motociclista,herido,Choque,M,40,3
2015,3,Motociclista,herido,Choque,M,35,5
2015,3,Motociclista,herido,Choque,M,43,3
2015,3,Motociclista,herido,Choque,M,31,3
2015,3,Motociclista,herido,Choque,M,26,1
2015,3,Motociclista,herido,Choque,M,51,1
2015,3,Motociclista,herido,Choque,M,55,1
2015,3,Motociclista,herido,Choque,M,39,1
2015,3,Motociclista,herido,Choque,M,54,1
2015,3,Motociclista,herido,Choque,M,65,1
2015,3,Motociclista,herido,Choque,M,72,1
2015,3,Motociclista,herido,Choque,M,21,1
2015,3,Motociclista,herido,Otro,M,31,1
2015,3,Motociclista,muerto,Choque,M,34,1
2015,3,Pasajero,herido,Atropello,F,42,1
2015,3,Pasajero,herido,Caida Ocupante,F,57,1
2015,3,Pasajero,herido,Choque,F,33,1
2015,3,Pasajero,herido,Choque,F,34,1
2015,3,Pasajero,herido,Choque,F,23,1
2015,3,Pasajero,herido,Choque,F,40,1
2015,3,Pasajero,herido,Choque,M,33,1
2015,3,Pasajero,herido,Choque,M,22,1
2015,3,Pasajero,herido,Choque,M,61,1
2015,3,Pasajero,herido,Choque,M,23,1
2015,3,Pasajero,herido,Choque,M,46,1
2015,3,Pasajero,herido,Choque,M,25,1
2015,3,Pasajero,herido,Choque,M,30,2
2015,3,Pasajero,herido,Choque,M,19,1
2015,3,Pasajero,herido,Choque,M,69,1
2015,3,Pasajero,herido,Choque,M,66,1
2015,3,Pasajero,herido,Choque,M,39,1
2015,3,Pasajero,herido,Choque,M,54,1
2015,3,Pasajero,herido,Choque,M,15,1
2015,3,Pasajero,herido,Choque,M,21,1
2015,3,Peaton,herido,Atropello,F,30,1
2015,3,Peaton,herido,Atropello,F,27,2
2015,3,Peaton,herido,Atropello,F,60,1
2015,3,Peaton,herido,Atropello,F,74,1
2015,3,Peaton,herido,Atropello,F,12,1
2015,3,Peaton,herido,Atropello,M,22,1
2015,3,Peaton,herido,Atropello,M,32,1
2015,3,Peaton,herido,Atropello,M,59,1
2015,3,Peaton,herido,Atropello,M,76,1
2015,3,Peaton,herido,Atropello,M,13,1
2015,3,Peaton,herido,Atropello,M,60,1
2015,3,Peaton,herido,Atropello,M,81,1
2015,3,Peaton,herido,Atropello,M,88,1
2015,3,Peaton,herido,Choque,F,30,1
2015,3,Peaton,herido,Choque,F,52,1
2015,3,Peaton,herido,Choque,M,79,1
2015,3,Peaton,muerto,Atropello,M,61,1
2015,4,Acompañante,herido,Choque,F,54,1
2015,4,Acompañante,herido,Choque,F,85,1
2015,4,Acompañante,herido,Choque,M,59,1
2015,4,Acompañante,muerto,Choque,F,40,1
2015,4,Conductor,herido,Choque,F,48,1
2015,4,Conductor,herido,Choque,M,30,1
2015,4,Conductor,herido,Choque,M,49,1
2015,4,Conductor,herido,Choque,M,28,1
2015,4,Conductor,herido,Choque,M,52,1
2015,4,Conductor,herido,Choque,M,66,1
2015,4,Motociclista,herido,Atropello,M,27,2
2015,4,Motociclista,herido,Atropello,M,40,1
2015,4,Motociclista,herido,Atropello,M,29,1
2015,4,Motociclista,herido,Choque,F,41,1
2015,4,Motociclista,herido,Choque,F,2022,1
2015,4,Motociclista,herido,Choque,M,33,1
2015,4,Motociclista,herido,Choque,M,61,1
2015,4,Motociclista,herido,Choque,M,68,1
2015,4,Motociclista,herido,Choque,M,23,1
2015,4,Motociclista,herido,Choque,M,46,1
2015,4,Motociclista,herido,Choque,M,32,1
2015,4,Motociclista,herido,Choque,M,36,1
2015,4,Motociclista,herido,Choque,M,30,2
2015,4,Motociclista,herido,Choque,M,41,3
2015,4,Motociclista,herido,Choque,M,49,1
2015,4,Motociclista,herido,Choque,M,40,1
2015,4,Motociclista,herido,Choque,M,35,2
2015,4,Motociclista,herido,Choque,M,29,4
2015,4,Motociclista,herido,Choque,M,26,1
2015,4,Motociclista,herido,Choque,M,51,3
2015,4,Motociclista,herido,Choque,M,55,1
2015,4,Motociclista,herido,Choque,M,52,1
2015,4,Motociclista,herido,Choque,M,39,1
2015,4,Motociclista,herido,Choque,M,48,1
2015,4,Motociclista,herido,Choque,M,47,1
2015,4,Motociclista,herido,Volcamiento,M,29,1
2015,4,Motociclista,muerto,Choque,M,32,1
2015,4,Motociclista,muerto,Choque,M,35,1
2015,4,Pasajero,herido,Choque,F,27,1
2015,4,Pasajero,herido,Choque,F,41,2
2015,4,Pasajero,herido,Choque,F,24,2
2015,4,Pasajero,herido,Choque,F,18,1
2015,4,Pasajero,herido,Choque,F,60,1
2015,4,Pasajero,herido,Choque,F,21,1
2015,4,Pasajero,herido,Choque,M,34,1
2015,4,Pasajero,herido,Choque,M,23,1
2015,4,Pasajero,herido,Choque,M,46,1
2015,4,Pasajero,herido,Choque,M,30,1
2015,4,Pasajero,herido,Choque,M,27,1
2015,4,Pasajero,herido,Choque,M,41,1
2015,4,Pasajero,herido,Choque,M,24,1
2015,4,Pasajero,herido,Choque,M,28,1
2015,4,Pasajero,herido,Choque,M,63,1
2015,4,Pasajero,herido,Choque,M,62,1
2015,4,Pasajero,herido,Choque,M,40,1
2015,4,Pasajero,herido,Choque,M,26,1
2015,4,Pasajero,herido,Choque,M,72,1
2015,4,Pasajero,herido,Choque,M,81,1
2015,4,Pasajero,herido,Choque,M,12,1
2015,4,Peaton,herido,Atropello,F,68,1
2015,4,Peaton,herido,Atropello,F,16,1
2015,4,Peaton,herido,Atropello,F,73,1
2015,4,Peaton,herido,Atropello,F,9,1
2015,4,Peaton,herido,Atropello,M,34,1
2015,4,Peaton,herido,Atropello,M,23,1
2015,4,Peaton,herido,Atropello,M,36,1
2015,4,Peaton,herido,Atropello,M,30,1
2015,4,Peaton,herido,Atropello,M,35,1
2015,4,Peaton,herido,Atropello,M,26,1
2015,4,Peaton,herido,Atropello,M,18,1
2015,4,Peaton,herido,Atropello,M,72,1
2015,4,Peaton,herido,Atropello,M,82,1
2015,4,Peaton,herido,Atropello,M,85,1
2015,4,Peaton,herido,Atropello,M,79,1
2015,4,Peaton,herido,Atropello,M,74,1
2015,4,Peaton,herido,Choque,F,34,1
2015,4,Peaton,herido,Choque,F,59,1
2015,4,Peaton,herido,Choque,M,40,1
2015,4,Peaton,herido,Choque,M,53,1
2015,5,Acompañante,herido,Choque,M,43,1
2015,5,Conductor,herido,Choque,M,37,1
2015,5,Conductor,herido,Choque,M,63,1
2015,5,Conductor,herido,Choque,M,52,1
2015,5,Conductor,herido,Choque,M,66,1
2015,5,Conductor,herido,Choque,M,47,1
2015,5,Motociclista,herido,Atropello,F,40,1
2015,5,Motociclista,herido,Atropello,M,50,1
2015,5,Motociclista,herido,Atropello,M,22,1
2015,5,Motociclista,herido,Atropello,M,32,1
2015,5,Motociclista,herido,Atropello,M,35,1
2015,5,Motociclista,herido,Choque,M,50,1
2015,5,Motociclista,herido,Choque,M,33,1
2015,5,Motociclista,herido,Choque,M,22,1
2015,5,Motociclista,herido,Choque,M,61,2
2015,5,Motociclista,herido,Choque,M,37,1
2015,5,Motociclista,herido,Choque,M,57,1
2015,5,Motociclista,herido,Choque,M,36,2
2015,5,Motociclista,herido,Choque,M,30,1
2015,5,Motociclista,herido,Choque,M,27,1
2015,5,Motociclista,herido,Choque,M,41,1
2015,5,Motociclista,herido,Choque,M,24,2
2015,5,Motociclista,herido,Choque,M,49,2
2015,5,Motociclista,herido,Choque,M,62,1
2015,5,Motociclista,herido,Choque,M,35,1
2015,5,Motociclista,herido,Choque,M,42,2
2015,5,Motociclista,herido,Choque,M,43,1
2015,5,Motociclista,herido,Choque,M,29,2
2015,5,Motociclista,herido,Choque,M,31,1
2015,5,Motociclista,herido,Choque,M,26,1
2015,5,Motociclista,herido,Choque,M,44,2
2015,5,Motociclista,herido,Choque,M,47,1
2015,5,Motociclista,herido,Volcamiento,M,44,1
2015,5,Motociclista,muerto,Choque,M,29,1
2015,5,Motociclista,muerto,Choque,M,55,1
2015,5,Pasajero,herido,Atropello,F,42,1
2015,5,Pasajero,herido,Atropello,M,37,1
2015,5,Pasajero,herido,Choque,F,23,1
2015,5,Pasajero,herido,Choque,F,59,1
2015,5,Pasajero,herido,Choque,F,41,1
2015,5,Pasajero,herido,Choque,F,19,2
2015,5,Pasajero,herido,Choque,F,28,1
2015,5,Pasajero,herido,Choque,F,35,1
2015,5,Pasajero,herido,Choque,F,42,1
2015,5,Pasajero,herido,Choque,F,29,1
2015,5,Pasajero,herido,Choque,F,31,1
2015,5,Pasajero,herido,Choque,F,18,1
2015,5,Pasajero,herido,Choque,F,53,1
2015,5,Pasajero,herido,Choque,M,25,1
2015,5,Pasajero,herido,Choque,M,27,1
2015,5,Pasajero,herido,Choque,M,42,1
2015,5,Pasajero,herido,Choque,M,29,1
2015,5,Pasajero,herido,Choque,M,31,1
2015,5,Pasajero,herido,Choque,M,54,1
2015,5,Pasajero,herido,Choque,M,17,1
2015,5,Pasajero,herido,Choque,M,60,1
2015,5,Pasajero,herido,Choque,M,79,1
2015,5,Pasajero,muerto,Choque,M,41,1
2015,5,Peaton,herido,Atropello,F,68,1
2015,5,Peaton,herido,Atropello,F,20,1
2015,5,Peaton,herido,Atropello,F,69,1
2015,5,Peaton,herido,Atropello,F,16,1
2015,5,Peaton,herido,Atropello,F,53,1
2015,5,Peaton,herido,Atropello,F,91,1
2015,5,Peaton,herido,Atropello,M,86,1
2015,5,Peaton,herido,Atropello,M,43,1
2015,5,Peaton,herido,Atropello,M,13,1
2015,5,Peaton,herido,Atropello,M,71,1
2015,5,Peaton,herido,Choque,M,27,1
2015,5,Peaton,muerto,Atropello,M,71,1
2015,6,Acompañante,herido,Choque,F,22,1
2015,6,Acompañante,herido,Choque,F,34,1
2015,6,Acompañante,herido,Choque,F,38,1
2015,6,Acompañante,herido,Choque,F,26,1
2015,6,Acompañante,herido,Choque,M,29,1
2015,6,Ciclista,herido,Choque,M,21,1
2015,6,Conductor,herido,Atropello,M,39,1
2015,6,Conductor,herido,Choque,M,57,1
2015,6,Conductor,herido,Choque,M,25,1
2015,6,Conductor,herido,Choque,M,38,1
2015,6,Conductor,herido,Choque,M,30,1
2015,6,Conductor,herido,Choque,M,41,1
2015,6,Conductor,herido,Choque,M,39,1
2015,6,Conductor,herido,Choque,M,53,1
2015,6,Conductor,herido,Choque,M,72,1
2015,6,Motociclista,herido,Atropello,M,30,1
2015,6,Motociclista,herido,Choque,F,57,1
2015,6,Motociclista,herido,Choque,F,42,1
2015,6,Motociclista,herido,Choque,M,33,1
2015,6,Motociclista,herido,Choque,M,34,4
2015,6,Motociclista,herido,Choque,M,37,1
2015,6,Motociclista,herido,Choque,M,32,2
2015,6,Motociclista,herido,Choque,M,57,2
2015,6,Motociclista,herido,Choque,M,25,1
2015,6,Motociclista,herido,Choque,M,30,2
2015,6,Motociclista,herido,Choque,M,27,2
2015,6,Motociclista,herido,Choque,M,49,1
2015,6,Motociclista,herido,Choque,M,28,2
2015,6,Motociclista,herido,Choque,M,35,1
2015,6,Motociclista,herido,Choque,M,42,1
2015,6,Motociclista,herido,Choque,M,29,3
2015,6,Motociclista,herido,Choque,M,31,4
2015,6,Motociclista,herido,Choque,M,26,1
2015,6,Motociclista,herido,Choque,M,51,1
2015,6,Motociclista,herido,Choque,M,52,1
2015,6,Motociclista,herido,Choque,M,44,1
2015,6,Motociclista,herido,Choque,M,58,1
2015,6,Motociclista,herido,Choque,M,47,3
2015,6,Otros,herido,Choque,F,34,1
2015,6,Otros,herido,Choque,F,31,1
2015,6,Otros,herido,Choque,M,36,1
2015,6,Pasajero,herido,Atropello,F,42,1
2015,6,Pasajero,herido,Atropello,F,29,1
2015,6,Pasajero,herido,Atropello,M,43,1
2015,6,Pasajero,herido,Choque,F,33,1
2015,6,Pasajero,herido,Choque,F,57,1
2015,6,Pasajero,herido,Choque,F,25,1
2015,6,Pasajero,herido,Choque,F,36,1
2015,6,Pasajero,herido,Choque,F,7,1
2015,6,Pasajero,herido,Choque,F,62,1
2015,6,Pasajero,herido,Choque,F,31,1
2015,6,Pasajero,herido,Choque,F,26,1
2015,6,Pasajero,herido,Choque,F,52,1
2015,6,Pasajero,herido,Choque,M,22,1
2015,6,Pasajero,herido,Choque,M,61,1
2015,6,Pasajero,herido,Choque,M,34,1
2015,6,Pasajero,herido,Choque,M,32,1
2015,6,Pasajero,herido,Choque,M,28,1
2015,6,Pasajero,herido,Choque,M,40,1
2015,6,Pasajero,herido,Choque,M,56,1
2015,6,Pasajero,herido,Choque,M,31,1
2015,6,Pasajero,herido,Choque,M,39,1
2015,6,Pasajero,herido,Choque,M,81,1
2015,6,Peaton,herido,Atropello,F,62,1
2015,6,Peaton,herido,Atropello,M,46,1
2015,6,Peaton,herido,Atropello,M,49,1
2015,6,Peaton,herido,Atropello,M,29,1
2015,6,Peaton,herido,Atropello,M,67,1
2015,6,Peaton,herido,Atropello,M,12,1
2015,6,Peaton,herido,Choque,M,72,1
2015,6,Peaton,muerto,Atropello,F,42,1
2015,6,Peaton,muerto,Atropello,M,50,1
2015,6,Peaton,muerto,Atropello,M,40,1
2015,6,Peaton,muerto,Atropello,M,9,1
2015,7,Acompañante,herido,Choque,F,68,1
2015,7,Acompañante,herido,Choque,F,30,1
2015,7,Acompañante,herido,Choque,F,58,1
2015,7,Acompañante,herido,Choque,F,65,1
2015,7,Acompañante,herido,Choque,M,27,1
2015,7,Ciclista,herido,Choque,M,62,1
2015,7,Ciclista,herido,Choque,M,71,1
2015,7,Conductor,herido,Atropello,M,41,1
2015,7,Conductor,herido,Atropello,M,51,1
2015,7,Conductor,herido,Choque,F,33,1
2015,7,Conductor,herido,Choque,M,22,1
2015,7,Conductor,herido,Choque,M,61,1
2015,7,Conductor,herido,Choque,M,32,1
2015,7,Conductor,herido,Choque,M,20,1
2015,7,Conductor,herido,Choque,M,38,1
2015,7,Conductor,herido,Choque,M,36,1
2015,7,Conductor,herido,Choque,M,30,1
2015,7,Conductor,herido,Choque,M,59,2
2015,7,Conductor,herido,Choque,M,41,1
2015,7,Conductor,herido,Choque,M,63,1
2015,7,Conductor,herido,Choque,M,43,1
2015,7,Motociclista,herido,Atropello,M,27,1
2015,7,Motociclista,herido,Atropello,M,26,1
2015,7,Motociclista,herido,Choque,F,36,1
2015,7,Motociclista,herido,Choque,F,56,1
2015,7,Motociclista,herido,Choque,M,33,1
2015,7,Motociclista,herido,Choque,M,61,1
2015,7,Motociclista,herido,Choque,M,34,2
2015,7,Motociclista,herido,Choque,M,37,1
2015,7,Motociclista,herido,Choque,M,68,1
2015,7,Motociclista,herido,Choque,M,32,1
2015,7,Motociclista,herido,Choque,M,38,2
2015,7,Motociclista,herido,Choque,M,30,1
2015,7,Motociclista,herido,Choque,M,27,1
2015,7,Motociclista,herido,Choque,M,45,1
2015,7,Motociclista,herido,Choque,M,28,1
2015,7,Motociclista,herido,Choque,M,35,2
2015,7,Motociclista,herido,Choque,M,75,1
2015,7,Motociclista,herido,Choque,M,29,1
2015,7,Motociclista,herido,Choque,M,31,4
2015,7,Motociclista,herido,Choque,M,26,1
2015,7,Motociclista,herido,Choque,M,55,1
2015,7,Motociclista,herido,Choque,M,52,1
2015,7,Motociclista,herido,Choque,M,58,1
2015,7,Motociclista,herido,Choque,M,66,1
2015,7,Motociclista,herido,Choque,M,39,3
2015,7,Motociclista,herido,Choque,M,54,1
2015,7,Motociclista,muerto,Choque,M,31,1
2015,7,Pasajero,herido,Choque,F,33,1
2015,7,Pasajero,herido,Choque,F,34,1
2015,7,Pasajero,herido,Choque,F,37,1
2015,7,Pasajero,herido,Choque,F,30,1
2015,7,Pasajero,herido,Choque,F,40,1
2015,7,Pasajero,herido,Choque,F,69,3
2015,7,Pasajero,herido,Choque,F,64,1
2015,7,Pasajero,herido,Choque,F,43,1
2015,7,Pasajero,herido,Choque,F,11,1
2015,7,Pasajero,herido,Choque,F,44,1
2015,7,Pasajero,herido,Choque,F,81,1
2015,7,Pasajero,herido,Choque,M,22,2
2015,7,Pasajero,herido,Choque,M,37,1
2015,7,Pasajero,herido,Choque,M,25,2
2015,7,Pasajero,herido,Choque,M,38,2
2015,7,Pasajero,herido,Choque,M,36,1
2015,7,Pasajero,herido,Choque,M,30,2
2015,7,Pasajero,herido,Choque,M,49,1
2015,7,Pasajero,herido,Choque,M,35,1
2015,7,Pasajero,herido,Choque,M,43,1
2015,7,Pasajero,herido,Choque,M,29,1
2015,7,Pasajero,herido,Choque,M,31,2
2015,7,Pasajero,herido,Choque,M,16,1
2015,7,Pasajero,herido,Choque,M,39,1
2015,7,Pasajero,herido,Choque,M,85,1
2015,7,Peaton,herido,Atropello,F,22,1
2015,7,Peaton,herido,Atropello,F,23,1
2015,7,Peaton,herido,Atropello,F,30,1
2015,7,Peaton,herido,Atropello,F,64,1
2015,7,Peaton,herido,Atropello,F,56,1
2015,7,Peaton,herido,Atropello,F,43,1
2015,7,Peaton,herido,Atropello,F,48,1
2015,7,Peaton,herido,Atropello,F,81,1
2015,7,Peaton,herido,Atropello,M,86,1
2015,7,Peaton,herido,Atropello,M,30,1
2015,7,Peaton,herido,Atropello,M,24,1
2015,7,Peaton,herido,Atropello,M,64,1
2015,7,Peaton,herido,Atropello,M,43,1
2015,7,Peaton,herido,Atropello,M,18,1
2015,7,Peaton,herido,Atropello,M,15,1
2015,7,Peaton,herido,Atropello,M,80,1
2015,7,Peaton,herido,Caida Ocupante,M,47,1
2015,7,Peaton,herido,Choque,M,81,1
2015,7,Peaton,muerto,Atropello,M,62,1
2015,8,Acompañante,herido,Caida Ocupante,F,22,1
2015,8,Acompañante,herido,Choque,F,30,1
2015,8,Acompañante,herido,Choque,F,27,1
2015,8,Acompañante,herido,Choque,F,24,1
2015,8,Acompañante,herido,Choque,F,28,1
2015,8,Acompañante,herido,Choque,F,35,1
2015,8,Acompañante,herido,Choque,M,37,1
2015,8,Acompañante,herido,Choque,M,31,1
2015,8,Ciclista,herido,Choque,M,79,1
2015,8,Conductor,herido,Choque,F,39,1
2015,8,Conductor,herido,Choque,M,41,1
2015,8,Conductor,herido,Choque,M,62,1
2015,8,Conductor,herido,Choque,M,56,1
2015,8,Conductor,herido,Choque,M,44,1
2015,8,Motociclista,herido,Atropello,M,25,2
2015,8,Motociclista,herido,Atropello,M,31,1
2015,8,Motociclista,herido,Choque,F,63,1
2015,8,Motociclista,herido,Choque,F,39,1
2015,8,Motociclista,herido,Choque,M,61,2
2015,8,Motociclista,herido,Choque,M,34,3
2015,8,Motociclista,herido,Choque,M,32,3
